Cost Center Code	Legacy Code	School	Address	City	State	Zip Code	Telephone	Fax	Grades	Calendar	Local District	Board District	File Build Date
1778301	7783	RFK Comm Schls - New Open World Academy K-12	3201 W 8th St	Los Angeles	CA	90010	213-480-3700	213-389-1559	K-12	1 Trk	C	2-Monica Garcia	2020-05-14
1820601	8206	RFK Comm Schls - School for Visual Arts and Humanities	701 S Catalina St	Los Angeles	CA	90005	213-480-4700	213-480-4750	9-12	1 Trk	C	2-Monica Garcia	2020-05-14
1778002	2838	RFK Comm Schls - UCLA Community School DL One-Way Im Spanish	700 S Mariposa Ave	Los Angeles	CA	90005	213-480-3750	213-480-3759	K- 5	1 TRK	C	2-Monica Garcia	2020-05-14
1778001	7780	RFK Comm Schls - UCLA Community School K-12	700 S Mariposa Ave	Los Angeles	CA	90005	213-480-3750	213-480-3759	K-12	1 Trk	C	2-Monica Garcia	2020-05-14
1626001	6260	Richland Avenue Elementary	11562 Richland Ave	Los Angeles	CA	90064	310-473-0467	310-268-7948	K- 6	1 Trk	W	4-Nick Melvoin	2020-05-14
1626002	2825	Richland Avenue Elementary DL World Lang Im French	11562 Richland Ave	Los Angeles	CA	90064	310-473-0467	310-268-7948	K- 4	1 TRK	W	4-Nick Melvoin	2020-05-14
1230801	2308	Sally Ride Elementary: A Smart Academy	1041 E 46th St	Los Angeles	CA	90011	323-235-7117	323-232-2405	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1191701	1917	Thomas Riley High School - CYESIS	1524 E 103rd St	Los Angeles	CA	90002	323-563-6692	323-566-6379	7-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1628801	6288	Rio Vista Elementary	4243 Satsuma Ave	North Hollywood	CA	91602	818-761-6147	818-508-8158	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1538501	5385	Richard Riordan Primary Center	5531 Monte Vista St	Los Angeles	CA	90042	323-551-6822	323-551-6944	K- 1	1 Trk	C	5-Jackie Goldberg	2020-05-14
1538502	2437	Richard Riordan Primary Center DL World Lang Im French	5531 Monte Vista St	Los Angeles	CA	90042	323-552-6822	323-551-6944	K- 1	1 Trk	C	5-Jackie Goldberg	2020-05-14
1526801	5268	Rise Kohyang Elementary	600 S La Fayette Park	Los Angeles	CA	90057	323-954-9957	323-978-9423	K- K	Other	XR	2-Monica Garcia	2020-05-14
1757901	7579	Rise Kohyang High	600 S Lafayette Park Pl 2nd F	Los Angeles	CA	90057	323-284-2553	310-256-3974	9-10	OTHER	XR	2-Monica Garcia	2020-05-14
1517701	5177	Rise Kohyang Middle	3020 Wilshire Bl 2nd Fl	Los Angeles	CA	90010	424-789-8338	213-378-0456	6- 7	Other	XR	2-Monica Garcia	2020-05-14
1630101	6301	Ritter Elementary	11108 Watts Ave	Los Angeles	CA	90059	323-564-2478	323-564-0230	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1771801	7718	Diego Rivera Learning Complex Communication & Technology	6100 S Central Ave	Los Angeles	CA	90001	323-846-2118	323-846-2119	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1771901	7719	Diego Rivera Learning Complex Green Design STEAM Academy	6100 S Central Ave	Los Angeles	CA	90001	323-846-2108	323-846-2102	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1772101	7721	Diego Rivera Learning Complex Performing Arts	6100 S Central Ave	Los Angeles	CA	90001	323-846-2136	323-846-2131	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1886701	8867	Diego Rivera Learning Complex Public Service Community	6100 S Central Ave	Los Angeles	CA	90001	323-846-2128	323-846-2122	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1631501	6315	Riverside Drive Charter School	13061 Riverside Dr	Sherman Oaks	CA	91423	818-990-4525	818-789-4835	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1632901	6329	Rockdale Visual & Performing Arts Magnet	1303 Yosemite Dr	Los Angeles	CA	90041	323-255-6793	323-255-2906	K- 6	1 Trk	C	5-Jackie Goldberg	2020-05-14
1872301	8723	Simon Rodia Continuation High	2701 Sequoia Dr	South Gate	CA	90280	323-569-7140	323-569-7139	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1889501	8895	Will Rogers Continuation High	14711 Gilmore St	Van Nuys	CA	91411	818-778-6895	818-904-0675	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1811601	8116	Roy Romer Middle School	6501 Laurel Canyon Blvd	North Hollywood	CA	91606	818-505-2200	818-761-9343	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1811603	5249	Roy Romer Middle G/HG/HA/Humanities Magnet	6501 Laurel Canyon Blvd	North Hollywood	CA	91606	818-505-2200	818-761-9343	6- 7	1 Trk	NE	6-Kelly Gonez	2020-05-14
1811602	5228	Roy Romer Middle School STEM Magnet	6501 Laurel Canyon Blvd	North Hollywood	CA	91606	818-505-2200	818-761-9343	6- 8	1 TRK	NE	6-Kelly Gonez	2020-05-14
1819601	8196	Monsenor Oscar Romero Charter Middle School	1157 S Berendo St	Los Angeles	CA	90006	213-413-9600	213-413-9699	6- 8	Other	XR	2-Monica Garcia	2020-05-14
1774901	7749	Theodore Roosevelt Senior High	456 S Mathews St	Los Angeles	CA	90033	323-780-6500	323-269-5473	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1775101	7751	Roosevelt Senior High Science/Tech/Math Magnet	456 S Mathews St	Los Angeles	CA	90033	323-780-6500	323-269-5473	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1635601	6356	Roscoe Elementary	10765 Strathern St	Sun Valley	CA	91352	818-767-3018	818-504-1597	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1635602	2421	Roscoe Elementary DL Two-Way Ime Spanish	10765 Strathern St	Sun Valley	CA	91352	818-767-3018	818-504-1597	K- 1	1 Trk	NE	6-Kelly Gonez	2020-05-14
1636301	6363	Roscomare Road Elementary	2425 Roscomare Rd	Los Angeles	CA	90077	310-472-9829	310-476-7970	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1637001	6370	Rosemont Avenue Elementary	421 N Rosemont Ave	Los Angeles	CA	90026	213-413-5310	213-483-4341	2- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1638401	6384	Rosewood Avenue Elementary Urban Planning/Design Magnet	503 N Croft Ave	Los Angeles	CA	90048	323-651-0166	323-852-9653	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1642501	6425	Rowan Avenue Elementary	600 S Rowan Ave	Los Angeles	CA	90023	323-261-7191	323-261-0610	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1854401	8544	Edward R Roybal Learning Center	1200 W Colton St	Los Angeles	CA	90026	213-580-6400	213-482-0775	9-12	1 Trk	C	2-Monica Garcia	2020-05-14
1854406	7546	Edward R Roybal LC Innov Cine Arts/Music Prod Magnet	1200 W Colton St	Los Angeles	CA	90026	213-580-6400	213-482-0775	9-10	1 Trk	C	2-Monica Garcia	2020-05-14
1688401	6884	Lucille Roybal-Allard Elementary	3232 Saturn Ave	Huntington Park	CA	90255	323-826-1650	323-586-9920	K- 6	1 Trk	E	5-Jackie Goldberg	2020-05-14
1688402	2829	Lucille Roybal-Allard Elementary DL Two-Way Im Spanish	3232 Saturn Ave	Huntington Park	CA	90255	323-826-1650	323-586-9920	K- 6	1 TRK	E	5-Jackie Goldberg	2020-05-14
1643801	6438	Russell Elementary	1263 E Firestone Blvd	Los Angeles	CA	90001	323-582-7247	323-582-3751	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1643802	6439	Russell Elementary Gifted Magnet	1263 E Firestone Blvd	Los Angeles	CA	90001	323-582-7247	323-582-3951	2- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1195501	1955	Sophia T Salvin Special Education Center	1925 Budlong Ave	Los Angeles	CA	90007	323-731-0703	323-731-5947	K- 9	1 Trk	C	2-Monica Garcia	2020-05-14
1464101	4641	San Antonio Elementary	6222 State St	Huntington Park	CA	90255	323-582-1250	323-582-1710	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1870201	8702	San Antonio Continuation High	2911 Belgrave Ave	Huntington Park	CA	90255	323-826-2420	323-826-2427	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1464102	4644	San Antonio Elementary STEM Magnet	6222 State St	Huntington Park	CA	90255	323-582-1250	323-582-1710	1- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1645201	6452	San Fernando Elementary	1130 Mott St	San Fernando	CA	91340	818-365-3201	818-365-3632	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1645202	2826	San Fernando Elementary DL Two-Way Im Spanish	1130 Mott St	San Fernando	CA	91340	818-365-3201	818-365-3632	K- 5	1 TRK	NE	6-Kelly Gonez	2020-05-14
1835801	8358	San Fernando Middle School	130 N Brand Blvd	San Fernando	CA	91340	818-837-5400	818-365-8911	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1650101	6501	San Fernando MS Institute of Applied Media (SFIAM)	130 N Brand Blvd	San Fernando	CA	91340	818-837-5455	818-837-5469	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1884301	8843	San Fernando Senior High	11133 O'Melveny Ave	San Fernando	CA	91340	818-898-7600	818-365-7255	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1884302	8844	San Fernando Senior High Science/Tech/Math Magnet	11133 O'Melveny Ave	San Fernando	CA	91340	818-898-7910	818-361-9551	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1646602	4840	San Gabriel Avenue Elementary DL Two-Way Im Spanish	8628 San Gabriel Av	South Gate	CA	90280	323-567-1488	323-563-3762	K- 1	1 Trk	E	5-Jackie Goldberg	2020-05-14
1646601	6466	San Gabriel Avenue Elementary	8628 San Gabriel Ave	South Gate	CA	90280	323-567-1488	323-563-3762	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1647901	6479	San Jose Street Elementary	14928 Clymer St	Mission Hills	CA	91345	818-365-3218	818-365-5067	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1647902	6480	San Jose Street Elementary Highly Gifted Magnet	14928 Clymer St	Mission Hills	CA	91345	818-361-4325	818-365-5067	2- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1687501	6875	San Miguel Elementary	9801 San Miguel Ave	South Gate	CA	90280	323-567-0511	323-249-0997	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1687503	2422	San Miguel Elementary DL Two-Way Im Spanish	9801 San Miguel Ave	South Gate	CA	90280	323-567-0511	323-249-0997	K- 1	1 Trk	E	5-Jackie Goldberg	2020-05-14
1687504	4837	San Miguel Elementary DL World Lang Im Mandarin	9801 San Miguel Av	South Gate	CA	90280	323-567-0511	323-249-0997	K- K	1 Trk	E	5-Jackie Goldberg	2020-05-14
1687502	6876	San Miguel Elementary Science/Tech/Math Magnet	9801 San Miguel Ave	South Gate	CA	90280	323-567-0511	323-249-0997	2- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1649301	6493	San Pascual Avenue Elementary STEAM Magnet	815 San Pascual Ave	Los Angeles	CA	90042	323-255-8354	323-255-5663	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1885010	7586	San Pedro Senior High Gifted STEAM Magnet	1001 W 15th St	San Pedro	CA	90731	310-241-5800	310-547-3183	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1885003	8851	San Pedro Senior High Marine Science/Tech/Math Magnet	3210 S Alma St	San Pedro	CA	90731	310-519-6500	310-831-0601	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1885001	8850	San Pedro Senior High	1001 W 15th St	San Pedro	CA	90731	310-241-5800	310-547-3183	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1885002	8847	San Pedro Senior High Police Academy Magnet	3210 S Alma St	San Pedro	CA	90731	310-519-6500	310-831-0601	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1885011	7547	San Pedro Senior High Visual/Perf Arts Magnet	1001 W 15th St	San Pedro	CA	90731	310-241-5901	310-547-3183	9- 9	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1650701	6507	San Pedro Street Elementary	1635 S San Pedro St	Los Angeles	CA	90015	213-747-9538	213-747-6332	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1654801	6548	Santa Monica Boulevard Community	1022 N Van Ness Ave	Los Angeles	CA	90038	323-469-0971	323-462-4093	K- 6	Other	XR	4-Nick Melvoin	2020-05-14
1740401	7404	Carlos Santana Arts Academy	9301 Columbus Ave	North Hills	CA	91343	818-920-4060	818-894-4515	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1740402	2837	Carlos Santana Arts Academy DL Two-Way Im Spanish	9301 Columbus Ave	North Hills	CA	91343	818-920-4060	818-894-4515	K- 5	1 TRK	NW	6-Kelly Gonez	2020-05-14
1871601	8716	Santee Education Complex	1921 S Maple Ave	Los Angeles	CA	90011	213-763-1000	213-742-9883	9-12	1 Trk	C	2-Monica Garcia	2020-05-14
1656501	6565	Saticoy Elementary	7850 Ethel Ave	North Hollywood	CA	91605	818-765-0783	818-503-4781	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1656502	2296	Saticoy Elementary DL Two-Way Im Armenian	7850 Ethel Ave	North Hollywood	CA	91605	818-765-0783	818-503-4781	K- 2	1 Trk	NE	6-Kelly Gonez	2020-05-14
1264401	2644	Saturn Street Elementary	5360 Saturn St	Los Angeles	CA	90019	323-931-1688	323-933-6370	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1264402	2449	Saturn Street Elementary Arts/Media Magnet	5360 Saturn St	Los Angeles	CA	90019	323-931-1688	323-933-6370	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1526901	5269	Scholarship Prep South Bay	24910 S Avalon Bl	Wilmington	CA	90744	424-251-9089	714-795-2377	K- 8	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1760401	7604	The Science Academy STEM Magnet	5525 Vineland Ave	North Hollywood	CA	91601	818-753-4470	818-753-4466	6-10	1 TRK	NE	6-Kelly Gonez	2020-05-14
1849701	8497	Secondary Community Day School	727 S Wilson St	Los Angeles	CA	90021	213-239-5656	213-627-7959	6-12	1 Trk	XS	2-Monica Garcia	2020-05-14
1658901	6589	Selma Avenue Elementary	6611 Selma Ave	Los Angeles	CA	90028	323-461-9418	323-962-9258	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1357401	3574	Maurice Sendak Elementary	11414 W Tiara St	North Hollywood	CA	91601	818-509-3400	818-487-3727	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1357402	2341	Maurice Sendak Elementary Arts/Comm/Technology Magnet	11414 W Tiara St	North Hollywood	CA	91601	818-509-3400	818-487-3727	1- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1836302	8364	Francisco Sepulveda Middle School Gifted Magnet	15330 Plummer St	North Hills	CA	91343	818-920-2842	818-891-5754	6- 8	1 Trk	NW	6-Kelly Gonez	2020-05-14
1836301	8363	Francisco Sepulveda Middle School	15330 Plummer St	North Hills	CA	91343	818-920-2130	818-891-5754	6- 8	1 Trk	NW	6-Kelly Gonez	2020-05-14
1660601	6606	Serrania Avenue Charter for Enriched Studies	5014 Serrania Ave	Woodland Hills	CA	91364	818-340-6700	818-592-0565	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1666501	6665	Sharp Avenue Elementary	13800 Pierce St	Arleta	CA	91331	818-896-9573	818-896-8403	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1667101	6671	Shenandoah Street Elementary	2450 Shenandoah St	Los Angeles	CA	90034	310-838-3142	310-842-9892	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1668501	6685	Sheridan Street Elementary	416 N Cornwell St	Los Angeles	CA	90033	323-263-9818	323-261-4710	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1668502	2423	Sheridan Street Elementary DL Two-Way Im Spanish	416 N Cornwell St	Los Angeles	CA	90033	323-263-9818	323-261-4710	K- 1	1 Trk	E	2-Monica Garcia	2020-05-14
1669901	6699	Sherman Oaks Elementary Charter School	14755 Greenleaf St	Sherman Oaks	CA	91403	818-784-8283	818-981-8258	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1671201	6712	Shirley Avenue Elementary	19452 Hart St	Reseda	CA	91335	818-342-6183	818-774-9051	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1674001	6740	Short Avenue Elementary	12814 Maxella Ave	Los Angeles	CA	90066	310-397-4234	310-390-8940	K- 6	1 Trk	W	4-Nick Melvoin	2020-05-14
1675301	6753	Sierra Park Elementary	3170 Budau Ave	Los Angeles	CA	90032	323-223-1081	323-222-1661	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1676701	6767	Sierra Vista Elementary	4342 Alpha St	Los Angeles	CA	90032	323-222-2530	323-222-4347	K- 6	1 Trk	E	5-Jackie Goldberg	2020-05-14
1884201	8842	Sherman Oaks Center for Enriched Studies (SOCES) Magnet	18605 Erwin St	Reseda	CA	91335	818-758-5600	818-344-5909	4-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1683601	6836	Solano Avenue Elementary	615 Solano Ave	Los Angeles	CA	90012	323-223-4291	323-343-1975	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1775201	7752	Hilda L Solis Learning Academy	319 N Humphreys Ave	Los Angeles	CA	90022	323-729-1700	323-264-2002	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1684901	6849	Soto Street Elementary	1020 S Soto St	Los Angeles	CA	90023	323-262-6513	323-268-7453	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1857701	8577	Sonia Sotomayor Art/Sciences Magnet	2050 N San Fernando Rd	Los Angeles	CA	90065	323-276-5535	323-276-5544	6-12	1 Trk	C	5-Jackie Goldberg	2020-05-14
1888101	8881	South East Senior High	2720 Tweedy Blvd	South Gate	CA	90280	323-568-3400	323-566-7918	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1888108	8019	South East Senior High Technology and Media Magnet	2720 Tweedy Blvd	South Gate	CA	90280	323-568-3400	323-568-7918	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1837701	8377	South Gate Middle School	4100 Firestone Blvd	South Gate	CA	90280	323-568-4000	323-564-7434	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1837702	8382	South Gate Middle School Science/Tech/Math Magnet	4100 Firestone Blvd	South Gate	CA	90280	323-568-4000	323-564-7434	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1887101	8871	South Gate Senior High	3351 Firestone Blvd	South Gate	CA	90280	323-568-5600	323-249-0237	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1686301	6863	South Park Elementary	8510 Towne Ave	Los Angeles	CA	90003	323-753-4591	323-753-7256	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1686302	2424	South Park Elementary DL Two-Way Im Spanish	8510 Towne Ave	Los Angeles	CA	90003	323-753-4591	323-753-7256	K- 1	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1687001	6870	South Shores Elementary Performing Arts Magnet	2060 W 35th St	San Pedro	CA	90732	310-832-6596	310-832-4994	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1815302	5250	Southeast Middle School DREAMS Magnet	2560 Tweedy Blvd	South Gate	CA	90280	323-568-3100	323-564-9398	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1815301	8153	Southeast Middle School	2560 Tweedy Blvd	South Gate	CA	90280	323-568-3100	323-564-9398	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1689001	6890	Stagg Street Elementary	7839 Amestoy Ave	Lake Balboa	CA	91406	818-881-9850	818-609-8537	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1690401	6904	Stanford Avenue Elementary	2833 Illinois Ave	South Gate	CA	90280	323-569-8117	323-569-1786	1- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1690501	6905	Stanford Avenue Primary Center	3020 Kansas Ave	South Gate	CA	90280	323-563-9208	323-563-9225	K- K	1 Trk	E	5-Jackie Goldberg	2020-05-14
1690502	4838	Stanford Avenue Primary Center Elementary DL Two-Way Im Span	3020 Kansas Av	South Gate	CA	90280	323-563-9208	323-563-9225	K- K	1 Trk	E	5-Jackie Goldberg	2020-05-14
1691801	6918	State Street Elementary	3211 Santa Ana St	South Gate	CA	90280	323-582-7358	323-582-5981	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1691802	2425	State Street Elementary DL Two-Way Im Spanish	3211 Santa Ana St	South Gate	CA	90280	323-582-7358	323-582-5981	K- 1	1 Trk	E	5-Jackie Goldberg	2020-05-14
1245701	2457	Stella Elementary Charter Academy	2636 S Mansfield Av	Los Angeles	CA	90016	323-954-9957	323-978-2423	K- K	Other	XR	1-Dr George J McKenna III	2020-05-14
1258801	2588	Stella Middle Charter Academy	4120 11th Av	Los Angeles	CA	90008	323-954-9957	323-978-2423	5- 8	Other	XR	1-Dr George J McKenna III	2020-05-14
1245101	2451	STEM Preparatory Elementary	1374 W 35th St	Los Angeles	CA	90007	323-998-0950	323-337-8323	K- 3	Other	XR	1-Dr George J McKenna III	2020-05-14
1693201	6932	Nora Sterry Elementary	1730 Corinth Ave	Los Angeles	CA	90025	310-473-2172	310-444-1988	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1838701	8387	Robert Louis Stevenson College & Career Prep	725 S Indiana St	Los Angeles	CA	90023	323-780-6400	323-265-3952	6- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1838703	5238	Robert Louis Stevenson College & Career Prep Comm Arts Mag	725 S Indiana St	Los Angeles	CA	90023	323-780-6400	323-265-3952	6- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1838702	8388	Robert Louis Stevenson College & Career Prep Gifted Magnet	725 S Indiana St	Los Angeles	CA	90023	323-780-6400	323-265-3952	6- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1694501	6945	Stonehurst Avenue Elementary STEAM Magnet	9851 Stonehurst Ave	Sun Valley	CA	91352	818-767-8014	818-768-7564	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1695201	6952	Stoner Avenue Elementary	11735 Braddock Dr	Culver City	CA	90230	310-390-3396	310-397-6946	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1695202	2831	Stoner Avenue Elementary DL One-Way Im Spanish	11735 Braddock Dr	Culver City	CA	90230	310-390-3396	310-397-6946	K- 3	1 TRK	W	4-Nick Melvoin	2020-05-14
1858501	8585	Stoney Point Continuation High	10010 De Soto Ave	Chatsworth	CA	91311	818-678-3491	818-773-1796	9-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1695901	6959	Strathern Street Elementary	7939 St Clair Ave	North Hollywood	CA	91605	818-765-4234	818-764-5912	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1839603	7646	Sun Valley Magnet: Biomed Science Engineering & Leadership	7330 Bakman Ave	Sun Valley	CA	91352	818-255-5100	818-503-9846	6-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1839602	7645	Sun Valley Magnet: Environmental Studies	7330 Bakman Ave	Sun Valley	CA	91352	818-255-5100	818-503-9846	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1839601	8396	Sun Valley Magnet: Engineering Technology	7330 Bakman Ave	Sun Valley	CA	91352	818-255-5100	818-503-9846	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1809301	8093	Sun Valley Senior High	9171 Telfair Ave	Sun Valley	CA	91352	818-394-4600	818-767-8125	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1697301	6973	Sunland Elementary	8350 Hillrose St	Sunland	CA	91040	818-353-1631	818-951-3814	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1697302	6975	Sunland Elementary Gifted Magnet	8350 Hillrose St	Sunland	CA	91040	818-353-1631	818-951-3814	2- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1698601	6986	Sunny Brae Avenue Elementary	20620 Arminta St	Winnetka	CA	91306	818-341-0931	818-709-1232	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1698603	4839	Sunny Brae Avenue Elementary DL Two-Way Im Spanish	20620 Arminta St	Winnetka	CA	91306	818-341-0931	818-709-1232	K- K	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1698602	2343	Sunny Brae Avenue Elementary Global Awareness Magnet	20620 Arminta St	Winnetka	CA	91306	818-341-0931	818-709-1232	1- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1698801	6988	Sunrise Elementary	2821 E 7th St	Los Angeles	CA	90023	323-263-6744	323-780-3985	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1698802	2426	Sunrise Elementary DL Two-Way Im Spanish	2821 E 7th St	Los Angeles	CA	90023	323-263-6744	323-780-3985	K- 2	1 Trk	E	2-Monica Garcia	2020-05-14
1700701	7007	Superior Street Elementary	9756 Oso Ave	Chatsworth	CA	91311	818-349-1410	818-886-8748	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1840601	8406	John A Sutter Middle School	7330 Winnetka Ave	Winnetka	CA	91306	818-773-5800	818-341-3039	6- 8	1 Trk	NW	4-Nick Melvoin	2020-05-14
1840602	5251	John A Sutter Middle School STEAM Magnet	7330 Winnetka Ave	Winnetka	CA	91306	818-773-5800	818-341-3039	6- 7	1 Trk	NW	4-Nick Melvoin	2020-05-14
1765801	7658	Sylmar Academy Biotech Health/Eng Magnet	13050 Borden Ave	Sylmar	CA	91342	818-833-3723	818-833-5121	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1887801	8878	Sylmar Charter High School	13050 Borden Ave	Sylmar	CA	91342	818-833-3700	818-364-1037	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1887802	8879	Sylmar Charter High School Sci/Tech/Math Magnet	13050 Borden Ave	Sylmar	CA	91342	818-833-3776	818-364-1037	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1701401	7014	Sylmar Elementary	13291 Phillippi Ave	Sylmar	CA	91342	818-367-1078	818-362-4844	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1740801	7408	Sylmar Leadership Academy	14550 Bledsoe St	Sylmar	CA	91342	818-367-1300	818-367-8603	K- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1702701	7027	Sylvan Park Elementary	6238 Noble Ave	Van Nuys	CA	91411	818-988-4020	818-997-7630	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1702901	7029	Synergy Charter Academy	900 E 33rd St	Los Angeles	CA	90011	323-235-7960	323-235-7970	K- 5	Other	XR	2-Monica Garcia	2020-05-14
1801801	8018	Synergy Kinetic Academy	1420 E Adams Blvd	Los Angeles	CA	90011	323-846-2225	323-846-2234	6- 8	Other	XR	2-Monica Garcia	2020-05-14
1769201	7692	Synergy Quantum Academy	300 E 53rd St	Los Angeles	CA	90011	323-510-4171	323-846-4729	9-12	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1888001	8880	William Howard Taft Charter High School	5461 Winnetka Ave	Woodland Hills	CA	91364	818-227-3600	818-592-0877	9-12	1 Trk	NW	4-Nick Melvoin	2020-05-14
1888007	7952	William Howard Taft Charter High School Gifted STEAM Magnet	5461 Winnetka Ave	Woodland Hills	CA	91364	818-227-3600	818-592-0877	9-12	1 TRK	NW	4-Nick Melvoin	2020-05-14
